vid,utter_id_x,emotion,C-E1,C-E2,C-E4,sentence,utter_id_y,label,Valence,Arousal,Dominance
Ses04M_impro05,Ses04M_impro05_M022,ang,Frustration,Anger,,"Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--",37,3,3.0,3.5,3.5
Ses04M_impro05,Ses04M_impro05_F020,neu,Neutral,Neutral,,But it's not.  It's yours.  I understand.,38,2,3.0,2.5,2.5
Ses04M_impro05,Ses04M_impro05_F021,fru,Frustration,Neutral,,I know.  We want to work with you.  We will give you the fifty dollars but I'm--,39,5,3.0,2.5,2.5
Ses04M_impro05,Ses04M_impro05_F022,fru,Frustration,Neutral,,"Yeah, we don't do that.  I can go ahead and send you--",40,5,3.0,2.5,2.5
Ses04M_impro05,Ses04M_impro05_M024,fru,Frustration,Frustration,,You- you- you- you're misunderstanding me.  You're going to do that.,41,5,3.0,3.5,4.0
Ses04M_impro05,Ses04M_impro05_F023,fru,Frustration,Neutral,,"We will definitely keep an eye out for your bag. We will try to find it.  We will, you know, fill out the form for missing items.",42,5,3.5,3.0,3.0
Ses04M_impro05,Ses04M_impro05_M025,fru,Frustration,Frustration,,"Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,",43,5,2.0,3.5,3.5
Ses04M_impro05,Ses04M_impro05_F024,fru,Frustration,Neutral,,No one can make the three check thing happen 'cause we don't do that.,44,5,3.0,2.0,3.0
Ses04M_impro05,Ses04M_impro05_F025,fru,Frustration,Neutral,,I can write you the one check.,45,5,3.0,2.5,2.5
Ses04M_impro05,Ses04M_impro05_M026,ang,Frustration,Anger,,but I need to speak to somebody who can make the three check thing happen.,46,3,3.0,3.5,3.5
Ses04M_impro05,Ses04M_impro05_F026,fru,Frustration,Neutral,,All- all that my supervisor could do is the exact same thing that I'm offering to do.,47,5,3.5,3.0,3.5
Ses04M_impro05,Ses04M_impro05_M027,fru,Frustration,Frustration,,"But what I'm talk -- but I'm just,just- please let me--",48,5,2.5,4.0,3.0
Ses04M_impro05,Ses04M_impro05_M028,fru,Frustration,Frustration,,But if I could just speak directly -- if I could just speak directly to your-- to your superior person,49,5,2.5,3.5,3.5
Ses04M_impro05,Ses04M_impro05_F027,fru,Frustration,Neutral,,"I'd be happy to give you a cup of coffee, too.",50,5,3.0,2.5,2.5
Ses04M_impro05,Ses04M_impro05_F028,fru,Frustration,Neutral,,We'll just throw that in--gratuitously.,51,5,4.5,2.5,3.0
Ses04M_impro05,Ses04M_impro05_M029,fru,Frustration,Frustration,,then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?,52,5,3.0,3.5,4.0
Ses04M_impro05,Ses04M_impro05_F029,fru,Frustration,Neutral,,"No, I don't. See, I could lose my job if I did that.",53,5,3.5,2.5,3.0
Ses04M_impro05,Ses04M_impro05_M030,fru,Frustration,Frustration,,But your job is not my concern. My concern is getting my luggage.,54,5,3.0,2.5,3.0
Ses04M_impro05,Ses04M_impro05_F030,fru,Frustration,Frustration,,And your bag is not my concern.,55,5,3.5,2.5,2.5
Ses04M_impro05,Ses04M_impro05_F031,fru,Frustration,Neutral,,The fifty dollars I'm going to give you for your bag is really all I'm concerned with.,56,5,3.5,2.0,3.0
Ses04M_impro05,Ses04M_impro05_M031,fru,Frustration,Frustration,,"Look, I don't -- look, can we just not argue about this.  Like--",57,5,2.5,3.0,3.0
Ses04M_impro05,Ses04M_impro05_F032,fru,Frustration,Neutral,,I'm more than happy to not argue about it.  I will give you your fifty dollar certificate.,58,5,3.0,2.5,3.0
Ses04M_impro05,Ses04M_impro05_F033,fru,Frustration,Frustration,,You can go ahead and go fill out the form. We'll look for your bag.,59,5,3.0,2.5,2.5
Ses04M_impro05,Ses04M_impro05_M032,fru,Frustration,Frustration,,So what if- what if we- what if we do three forms,60,5,3.0,3.0,3.0
Ses04M_impro05,Ses04M_impro05_M033,fru,Frustration,Frustration,,with different names on them? That-,61,5,3.5,3.0,3.0
Ses04M_impro05,Ses04M_impro05_F034,fru,Frustration,Neutral,,Then that would be lying.,62,5,3.0,2.0,2.5
Ses04M_impro05,Ses04M_impro05_M034,fru,Frustration,Frustration,,"but, no. See, 'cause",63,5,3.5,3.0,3.0
Ses04M_impro05,Ses04M_impro05_M035,fru,Frustration,Frustration,,if we have three forms then I can get the hundred and fifty.,64,5,3.0,3.0,3.0
Ses04M_impro05,Ses04M_impro05_F035,fru,Frustration,Neutral,,I'm sorry.  We can only issue one fifty dollar certificate to cover the lost bag for one person.,65,5,3.5,2.5,3.5
Ses04M_impro05,Ses04M_impro05_M036,fru,Frustration,Frustration,,"Just please, will you please just work with me here? Just -- all I'm asking you to do is just work with me. I know -- I know that you get lots of people all day long who give you shit, give you crap, but",66,5,2.0,4.0,3.5
Ses04M_impro05,Ses04M_impro05_F036,neu,Neutral,Neutral,,"I understand you're frustrated, but--",67,2,3.5,2.0,3.0
Ses04M_impro05,Ses04M_impro05_M037,fru,Anger,Frustration,,"um, you know, I -- this is my bag and I need the hundred and fifty dollars. Please.",68,5,3.5,3.0,3.5
Ses04M_impro05,Ses04M_impro05_F037,neu,Frustration,Neutral,,I know. I understand it's personal-- It's personal to you. I get that.,69,2,3.0,3.0,3.0
Ses04M_impro05,Ses04M_impro05_M038,ang,Anger,Anger,,Please.,70,3,2.5,3.5,3.5
Ses04M_impro05,Ses04M_impro05_F038,fru,Frustration,Frustration,,"But if you want to just sit down, you know, maybe have a cup of tea, calm down a little bit, we'll go ahead and we'll do what we can for you. you okey",71,5,3.0,2.5,3.0
Ses04M_impro05,Ses04M_impro05_M039,ang,Anger,Anger,,"I'm already calm. Okay, I'm calm. I'm calm.",72,3,2.0,3.5,3.5
Ses04M_impro05,Ses04M_impro05_M040,fru,Anger,Frustration,,"Just all I need you to do is just fill out three forms and I'll leave you alone forever, forever.  I'll never -- we'll never see each other again.",73,5,3.0,3.0,3.0
Ses04M_impro05,Ses04M_impro05_F039,fru,Frustration,Frustration,,"And I'm looking forward to that.  However, I can't do that. I would lose my job.",74,5,3.5,2.5,2.5
Ses04M_impro05,Ses04M_impro05_M041,fru,Frustration,Frustration,,But that's not going to-- But you don't understand. You're looking forward to never seeing me again.,75,5,3.0,3.0,3.0
Ses04M_impro05,Ses04M_impro05_F040,fru,Frustration,Frustration,,"Oh, yes.",76,5,4.0,2.0,2.5
Ses04M_impro05,Ses04M_impro05_M042,fru,Frustration,Frustration,,But never seeing me again is not going to happen until you give me the three checks.,77,5,2.5,3.5,3.5
Ses04M_impro05,Ses04M_impro05_F041,fru,Frustration,Neutral,,"I'm sorry, really.  But--",78,5,3.0,2.0,2.5
Ses04M_impro05,Ses04M_impro05_M043,fru,Frustration,Frustration,,I don't -- I'm not- I'm not convinced.,79,5,2.5,3.0,2.5
Ses04M_impro05,Ses04M_impro05_F042,fru,Frustration,Neutral,,That I'm sorry?,80,5,3.5,3.0,2.0
Ses04M_impro05,Ses04M_impro05_M044,ang,Frustration,Anger,,"Yeah.  If you were really sorry, you'd give me the three checks.",81,3,3.0,2.5,2.5
Ses04M_impro05,Ses04M_impro05_M045,ang,Anger,Frustration,,"So why don't we just do that and stop this nonsense, hmm?  Hmm?",82,3,3.0,3.0,3.5
Ses04F_script03_1,Ses04F_script03_1_F005,exc,Frustration,Excited,Excited,Ahh.  It sent shivers up my spine.,0,4,4.0,4.0,4.0
Ses04F_script03_1,Ses04F_script03_1_M006,exc,Frustration,Excited,Excited,What shall we do if they suddenly walk in on us?,1,4,2.0,3.5,3.5
Ses04F_script03_1,Ses04F_script03_1_F006,exc,Excited,Happiness,Excited,Behave exquisitely.,2,4,4.0,3.5,3.5
Ses04F_script03_1,Ses04F_script03_1_M007,exc,Excited,Neutral,Excited,With the most perfect poise.,3,4,3.0,3.5,3.5
Ses04F_script03_1,Ses04F_script03_1_F007,exc,Excited,Happiness,Excited,Certainly I shall probably do a court curtsy.,4,4,3.5,3.5,3.5
Ses04F_script03_1,Ses04F_script03_1_M008,exc,Excited,Happiness,Excited,"Things that ought to matter dreadfully don't matter at all when one's happy, do they?",5,4,3.5,3.0,3.0
Ses04F_script03_1,Ses04F_script03_1_M009,neu,Frustration,Neutral,Neutral,"Don't say that, my darling.",6,2,2.5,3.0,4.0
Ses04F_script03_1,Ses04F_script03_1_F009,exc,Excited,Excited,Excited,It's true the whole business is very poor joke.,7,4,2.0,3.5,4.5
Ses04F_script03_1,Ses04F_script03_1_F011,exc,Excited,Happiness,Excited,Don't laugh at me.  I'm serious.,8,4,2.0,3.0,4.5
Ses04F_script03_1,Ses04F_script03_1_F012,neu,Excited,Neutral,Neutral,Who's they?,9,2,3.5,3.0,3.5
Ses04F_script03_1,Ses04F_script03_1_F014,exc,Excited,Happiness,Excited,"Oh, how long will it last, this ludicrous, over-bearing love of ours?",10,4,4.5,3.5,4.5
Ses04F_script03_1,Ses04F_script03_1_M017,neu,Excited,Neutral,Neutral,Well who knows?,11,2,2.5,3.5,3.5
Ses04F_script03_1,Ses04F_script03_1_F017,neu,Excited,Neutral,Neutral,What happens if one of us dies?  Does the one that's left still laugh?,12,2,2.5,4.5,4.0
Ses04F_script03_1,Ses04F_script03_1_F021,exc,Excited,Happiness,Excited,"Thank you, dear.  The same applies to you except that if I catch you so much as looking at another woman, I'll kill you.",13,4,4.0,3.5,4.5
Ses04F_script03_1,Ses04F_script03_1_M027,neu,Excited,Neutral,Neutral,Do you remember that awful scene in Venice?,14,2,3.0,3.0,3.5
Ses04F_script03_1,Ses04F_script03_1_F022,exc,Excited,Happiness,Excited,Which particular one?,15,4,3.5,3.0,3.0
Ses04F_script03_1,Ses04F_script03_1_M028,neu,Excited,Neutral,Neutral,The one where you bought that little painted wooden snake and put it on my bed.,16,2,2.5,3.0,4.0
Ses04F_script03_1,Ses04F_script03_1_F023,exc,Excited,Happiness,Excited,"Oh, Charles.  That was his name.  Charles he did wriggle so beautifully.",17,4,4.5,4.0,4.5
Ses04F_script03_1,Ses04F_script03_1_M029,neu,Excited,Neutral,Neutral,Horrible thing.  I hated it.,18,2,2.0,3.5,4.5
Ses04F_script03_1,Ses04F_script03_1_F024,exc,Excited,Happiness,Excited,"Yes, I know you did.  You threw him out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",19,4,2.0,4.0,4.0
Ses04F_script03_1,Ses04F_script03_1_M030,neu,Excited,Neutral,Neutral,How long did that row last?,20,2,3.0,3.0,3.0
Ses04F_script03_1,Ses04F_script03_1_M031,neu,Excited,Neutral,Neutral,The worst one was in Cannes when your curling irons burnt holes in my dressing gown.,21,2,2.0,3.5,4.0
Ses04F_script03_1,Ses04F_script03_1_F026,exc,Excited,Happiness,Excited,It burnt my comb too and all the towels in the bathroom.,22,4,4.0,3.5,4.5
Ses04F_script03_1,Ses04F_script03_1_F028,exc,Excited,Happiness,Excited,Then the manager came in and found us rolling about on the floor biting and scratching like panthers.,23,4,4.0,4.5,4.5
Ses04F_script03_1,Ses04F_script03_1_F029,exc,Excited,Happiness,Excited,"How ridiculous.  How utterly, utterly ridiculous.",24,4,4.5,4.0,4.5
Ses04F_script03_1,Ses04F_script03_1_F030,exc,Excited,Happiness,Excited,And very much sillier.,25,4,4.0,4.0,3.5
Ses04F_script02_1,Ses04F_script02_1_M000,hap,Frustration,Happiness,,What time is it?  They're supposed to run around midnight.  This is great isn't it?  Look at this night we've got here.  It couldn't be better.,0,0,3.5,2.5,3.0
Ses04F_script02_1,Ses04F_script02_1_F000,neu,Sadness,Neutral,,Fine.,1,2,3.0,2.0,1.5
Ses04F_script02_1,Ses04F_script02_1_M002,exc,Excited,Excited,,"Is that, is that-that's just foam isn't it?  I can't even tell",2,4,3.5,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_M004,fru,Frustration,Excited,,"Oh, no you know what I did?  I forgot my flashlight.  How could I be so stupid I forgot my flashlight.",3,5,2.5,3.0,3.0
Ses04F_script02_1,Ses04F_script02_1_M005,fru,Frustration,Neutral,,"The flashlight, the silver one.  There's only one isn't there?",4,5,3.0,2.5,2.5
Ses04F_script02_1,Ses04F_script02_1_F002,fru,Frustration,Anger,,It's not yours.,5,5,2.0,2.5,3.0
Ses04F_script02_1,Ses04F_script02_1_M007,fru,Frustration,Neutral,,Well sure.,6,5,2.5,3.0,2.0
Ses04F_script02_1,Ses04F_script02_1_M008,fru,Frustration,Anger,,"No of course our flashlight, yours and mine, mi flashlight es su flashlight naturally.  How could we not think to bring it?",7,5,2.5,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_M009,exc,Frustration,Excited,,I hope the moon stays out.  I wonder do they always run during a full moon.  I can't remember if it was full last year.  Remember?,8,4,3.0,3.0,2.5
Ses04F_script02_1,Ses04F_script02_1_F005,xxx,Sadness,Anger,,Yes.,33,3,3.0,2.0,1.5
Ses04F_script02_1,Ses04F_script02_1_M010,neu,Frustration,Neutral,,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",9,2,2.5,2.5,2.5
Ses04F_script02_1,Ses04F_script02_1_M011,hap,Frustration,Happiness,,"Ah, this is great, isn't it?  I didn't even think to bring a six-pack.  A six-pack would be just the ticket right about now.",10,0,3.0,2.5,3.0
Ses04F_script02_1,Ses04F_script02_1_F007,ang,Anger,Anger,,It's after eleven let's go home.,11,3,2.0,3.0,2.5
Ses04F_script02_1,Ses04F_script02_1_M015,fru,Frustration,Surprise,,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,12,5,2.5,3.0,3.5
Ses04F_script02_1,Ses04F_script02_1_F008,ang,Anger,Anger,,There is no point in coming down here.,13,3,2.0,3.0,3.0
Ses04F_script02_1,Ses04F_script02_1_M016,fru,Frustration,Anger,,Right.,14,5,2.0,3.0,3.0
Ses04F_script02_1,Ses04F_script02_1_F009,fru,Frustration,Anger,,That's my point.,15,5,2.5,2.5,3.0
Ses04F_script02_1,Ses04F_script02_1_M017,neu,Neutral,Neutral,,That's my point too.,16,2,2.5,2.5,2.5
Ses04F_script02_1,Ses04F_script02_1_F010,fru,Frustration,Anger,,So let's go home.,17,5,2.0,3.0,3.0
Ses04F_script02_1,Ses04F_script02_1_M018,fru,Frustration,Neutral,,"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",18,5,2.0,3.5,3.5
Ses04F_script02_1,Ses04F_script02_1_F011,fru,Frustration,Anger,,Not particularly.,19,5,2.5,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_F012,ang,Anger,Anger,,I just don't.  It's stupid.,20,3,2.0,3.5,3.5
Ses04F_script02_1,Ses04F_script02_1_M020,fru,Frustration,Excited,,Honey this is natural phenomenon.  I mean this only happens once a year.  This is a great opportunity.,21,5,2.5,4.0,3.5
Ses04F_script02_1,Ses04F_script02_1_M021,exc,Frustration,Excited,,Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.,22,4,2.0,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_F013,ang,Frustration,Anger,,"Pass up what?  These little fish swim onto the beach, flop around, and then swim away and then they die.",23,3,1.5,4.0,3.5
Ses04F_script02_1,Ses04F_script02_1_M022,fru,Frustration,Excited,,"Yeah but that moment on the beach is the highlight of their little lives.  All that flopping around is laying eggs or what do you, spawning or mating something like that.",24,5,2.5,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_M023,exc,Frustration,Excited,,This is the big night for these guys.  Life's last orgy.,25,4,3.0,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_F014,ang,Frustration,Anger,,What are you so excited about?  This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,26,3,2.0,3.5,3.5
Ses04F_script02_1,Ses04F_script02_1_M024,fru,Frustration,Neutral,,"Yeah, they do.",27,5,2.5,2.5,2.0
Ses04F_script02_1,Ses04F_script02_1_F015,fru,Frustration,Frustration,,"Oh, Augie.",28,5,2.0,2.5,2.5
Ses04F_script02_1,Ses04F_script02_1_M025,fru,Frustration,Excited,,Okay but it's fish who do something none of the other fish do,29,5,3.0,3.0,2.5
Ses04F_script02_1,Ses04F_script02_1_M026,exc,Frustration,Excited,,"like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs, like that.  There's mystery here and magic",30,4,2.5,3.0,3.0
Ses04F_script02_1,Ses04F_script02_1_M027,fru,Frustration,Excited,,a little bit of the unexplainable.  I don't see how you cannot be interested.,31,5,3.0,3.5,3.5
Ses04F_script02_1,Ses04F_script02_1_F016,ang,Frustration,Anger,,I'm just not.,32,3,2.0,2.5,2.5
Ses04F_script02_1,Ses04F_script02_1_M029,fru,Frustration,Anger,,I don't get it.  The first time we came here to see it you said it was the best night of your life and last year I remember distinctly you were so excited to get here.  You stubbed your toe rushing me out the door and didn't even notice until we were in the car.,34,5,2.0,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_M030,fru,Frustration,Neutral,,We weren't in a good spot.,35,5,3.0,2.5,3.0
Ses04F_script02_1,Ses04F_script02_1_F019,ang,Anger,Anger,,We didn't see them the first time either.,36,3,2.0,3.0,3.0
Ses04F_script02_1,Ses04F_script02_1_M031,ang,Anger,Anger,,We just weren't in a good spot.  This is a much better spot.,37,3,2.0,3.0,4.0
Ses04F_script02_1,Ses04F_script02_1_M032,exc,Anger,Excited,,"I've got good instincts for these things.  Look there. What's that.  Is that?  Is that, is that-no it's just seaweed isn't it.",38,4,2.5,3.5,3.5
Ses04F_script02_1,Ses04F_script02_1_M033,exc,Frustration,Excited,,"Ah, man this is great.  I wouldn't miss this for anything.  I mean think about this.  I know you're not interested but just think about this for a minute.",39,4,3.0,2.5,2.5
Ses04F_script02_1,Ses04F_script02_1_M034,exc,Frustration,Excited,,Out there someplace there's this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.,40,4,3.5,3.0,3.0
Ses04F_script02_1,Ses04F_script02_1_M035,exc,Frustration,Excited,,No one sent them a map or an invitation.  Just some little instinctual time release firecracker went off in their little bodies and all as one. They turned and formed a line as long as the California coast and started swimming.,41,4,3.0,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_M036,exc,Frustration,Excited,,They're swimming right now as if that's the only thing that matters.,42,4,3.0,3.5,3.0
Ses04F_script02_1,Ses04F_script02_1_M037,exc,Frustration,Excited,,It's single mindedness with no mind.  Urgency that's pure urge.,43,4,2.5,4.0,3.5
Ses04F_script02_1,Ses04F_script02_1_M038,exc,Frustration,Excited,,They don't know what drives them.  They don't give it a name or ask question.  They just turn as one and start the swim that brings them here to this place,44,4,3.0,3.0,3.5
Ses04F_script02_1,Ses04F_script02_1_M039,exc,Excited,Excited,,where we stand for massive celebration of sex and death.,45,4,4.0,3.0,3.0
Ses04F_script02_1,Ses04F_script02_1_M040,exc,Excited,Excited,,"Ah, I'm giving myself goose bumps.  All my hairs are popping up.",46,4,4.0,3.5,2.5
Ses04F_script02_1,Ses04F_script02_1_F020,fru,Frustration,Anger,,That's the wind.,47,5,3.0,2.0,2.5
Ses04F_script02_1,Ses04F_script02_1_F021,ang,Anger,Anger,,About what?,48,3,2.5,2.0,2.5
Ses04F_script02_1,Ses04F_script02_1_F022,ang,Anger,Anger,,It's ridiculous.,49,3,2.0,3.5,3.5
Ses04M_script02_1,Ses04M_script02_1_M001,exc,Excited,Excited,,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid we'd miss it.  How you doing?",0,4,3.5,2.5,2.5
Ses04M_script02_1,Ses04M_script02_1_F000,neu,Frustration,Neutral,,Fine.,1,2,2.5,1.5,2.0
Ses04M_script02_1,Ses04M_script02_1_M002,exc,Excited,Excited,,"Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?",2,4,4.0,4.0,2.5
Ses04M_script02_1,Ses04M_script02_1_M003,exc,Excited,Excited,,"How you doing?  Oh, no, you know what I did?  I forgot to bring my flashlight.  How could I be so stupid?  I should have brought my flashlight.",3,4,3.0,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_F002,ang,Anger,Anger,,It's not yours.,4,3,2.0,2.5,3.5
Ses04M_script02_1,Ses04M_script02_1_M005,neu,Frustration,Neutral,,Whose is it?,5,2,2.5,2.0,2.0
Ses04M_script02_1,Ses04M_script02_1_F003,ang,Anger,Anger,,"It's ours.  It's mine, too.",6,3,2.0,3.5,3.0
Ses04M_script02_1,Ses04M_script02_1_M006,fru,Frustration,Neutral,,"Well, sure.",7,5,2.5,2.5,2.0
Ses04M_script02_1,Ses04M_script02_1_F004,ang,Anger,Anger,,You kept saying my flashlight as if it's somehow just yours.  How is that supposed to make me feel?,8,3,2.0,4.0,3.0
Ses04M_script02_1,Ses04M_script02_1_M008,exc,Excited,Neutral,,"I wonder, do they always run during a full moon? I can't remember if it was full last year.  Remember?",9,4,3.5,2.5,2.0
Ses04M_script02_1,Ses04M_script02_1_F005,ang,Anger,Anger,,Yes.,10,3,2.5,2.5,3.0
Ses04M_script02_1,Ses04M_script02_1_F005,ang,Anger,Anger,,Yes.,33,3,2.5,2.5,3.0
Ses04M_script02_1,Ses04M_script02_1_M009,neu,Frustration,Neutral,,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",11,2,3.0,2.5,2.5
Ses04M_script02_1,Ses04M_script02_1_M012,neu,Excited,Neutral,,You want my jacket?,12,2,3.0,2.5,2.0
Ses04M_script02_1,Ses04M_script02_1_F007,ang,Anger,Anger,,It's after eleven   let's go home.,13,3,2.0,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_M013,fru,Frustration,Surprise,,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,14,5,2.0,3.5,2.5
Ses04M_script02_1,Ses04M_script02_1_F008,ang,Frustration,Anger,,There is no point in coming down here.,15,3,2.5,3.0,3.5
Ses04M_script02_1,Ses04M_script02_1_M014,neu,Frustration,Neutral,,Right.,16,2,3.0,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_F009,fru,Frustration,Anger,,That's my point.,17,5,2.5,2.0,3.0
Ses04M_script02_1,Ses04M_script02_1_M015,neu,Frustration,Neutral,,"That's my point, too.",18,2,2.5,2.5,2.0
Ses04M_script02_1,Ses04M_script02_1_F010,ang,Anger,Anger,,So let's go home.,19,3,2.5,2.5,2.5
Ses04M_script02_1,Ses04M_script02_1_M016,fru,Frustration,Neutral,,"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",20,5,2.5,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_F011,fru,Frustration,Anger,,Not particularly.,21,5,2.0,3.5,2.5
Ses04M_script02_1,Ses04M_script02_1_F012,ang,Frustration,Anger,,I just don't.  It's stupid.,22,3,2.0,3.5,2.5
Ses04M_script02_1,Ses04M_script02_1_M018,exc,Frustration,Excited,,"Honey, this is a natural phenomenon.  I mean, this only happens once a year.  It's a great opportunity.  Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.",23,4,2.5,3.5,2.5
Ses04M_script02_1,Ses04M_script02_1_F013,ang,Anger,Anger,,"Pass up what?  These little fish swim onto the beach, flop around and then they swim away.  And then they die.",24,3,2.0,4.0,3.0
Ses04M_script02_1,Ses04M_script02_1_M019,fru,Frustration,Excited,,"Yeah, but that moment on the beach is the highlight of their little lives.  I mean, all that flopping around is laying eggs or what do you -- spawning or mating, something like that.",25,5,3.0,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_M020,exc,Excited,Excited,,There's mystery here and magic.,26,4,3.0,2.5,2.5
Ses04M_script02_1,Ses04M_script02_1_F014,neu,Neutral,Neutral,,What are you so excited about?,27,2,2.0,3.0,3.0
Ses04M_script02_1,Ses04M_script02_1_M021,exc,Excited,Excited,,"Oh, it's a big night for these guys.  Uh, life's last orgy.",28,4,3.5,2.5,2.5
Ses04M_script02_1,Ses04M_script02_1_F015,fru,Frustration,Anger,,This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,29,5,2.0,3.5,3.0
Ses04M_script02_1,Ses04M_script02_1_M022,exc,Frustration,Excited,,"Yeah, they do. Okay.  But it's fish who do something none of the other fish do  like the swallows are returning to Capistrano  or the lemmings throwing themselves off the cliffs, like that.",30,4,3.0,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_M023,exc,Excited,Excited,,There's mystery here and magic   a little bit of the unexplainable.  I don't see how you can not be interested.,31,4,2.5,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_F016,fru,Frustration,Anger,,I'm just not.,32,5,2.5,2.5,2.5
Ses04M_script02_1,Ses04M_script02_1_F018,ang,Anger,Anger,,"Last year, you will also remember, our shoes got wet.  I got sand in my panties.  We got into a big fight over nothing.  You got a sore throat and we did not see the grunions.",34,3,2.5,3.5,3.5
Ses04M_script02_1,Ses04M_script02_1_F019,fru,Frustration,Anger,,We didn't see them the first time either.,35,5,2.0,3.0,3.0
Ses04M_script02_1,Ses04M_script02_1_M028,exc,Excited,Excited,,"no, it's just seaweed, isn't it?  Oh, man, this is great.  I wouldn't miss this for anything.  I mean, think about this.  I know you're not interested, but just think about this for a minute.",36,4,3.5,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_M029,exc,Excited,Excited,,Out there someplace is this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.  No one sent them an invitation or a map,37,4,3.0,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_M030,exc,Excited,Excited,,"just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming.",38,4,3.0,3.0,2.5
Ses04M_script02_1,Ses04M_script02_1_M031,exc,Excited,Excited,,They're swimming right now as if that's the only thing that matters.  It's single mindedness with no mind.  Urgency that's pure urge.,39,4,3.5,3.5,2.5
Ses04M_script02_1,Ses04M_script02_1_M032,exc,Excited,Excited,,"They don't know what drives them.  They don't give it a name or ask a question.  They just turn, as one, and start the swim that brings them here  to this place, where we stand, for a massive celebration of sex and death.  Oh, man, I'm giving myself goose bumps.  All my hairs are popping up.",40,4,3.5,4.0,2.5
Ses04M_script02_1,Ses04M_script02_1_F020,fru,Frustration,Anger,,That's the wind.,41,5,2.5,2.5,2.5
Ses04M_script02_1,Ses04M_script02_1_M033,exc,Excited,Neutral,,Well so what did you think?,42,4,3.0,2.5,1.5
Ses04M_script02_1,Ses04M_script02_1_F021,fru,Frustration,Anger,,About what?,43,5,2.0,3.0,2.5
Ses04M_impro08,Ses04M_impro08_M000,fru,Frustration,Frustration,Neutral,Thank you for calling Sprint.  We care about everybody.  How can I help you?,0,5,2.5,3.0,3.5
Ses04M_impro08,Ses04M_impro08_F000,fru,Excited,Frustration,Frustration,Hi.  I've been on the phone for an hour trying to get a little discrepancy on my bill fixed.  I was charged for two hundred dollars worth of calls that I didn't make.,1,5,3.5,3.5,4.0
Ses04M_impro08,Ses04M_impro08_M001,neu,Frustration,Neutral,Neutral,Are you sure you didn't make them?,2,2,2.5,3.0,2.5
Ses04M_impro08,Ses04M_impro08_F001,fru,Excited,Frustration,Frustration,I'm positive.  They came from like another state.,3,5,3.0,3.5,3.0
Ses04M_impro08,Ses04M_impro08_M002,fru,Frustration,Frustration,Neutral,"Can I get your phone number, please?",4,5,2.5,2.5,3.0
Ses04M_impro08,Ses04M_impro08_F002,fru,Frustration,Frustration,Frustration,"Uh. Yeah, I just gave it to the automated thing like five times.",5,5,2.5,3.5,3.5
Ses04M_impro08,Ses04M_impro08_M003,fru,Frustration,Frustration,Other,I'm going to need it again.  I need to look at your file.  If you want me to look at your file--,6,5,2.0,3.0,3.5
